nodename, config, paramname, arrayindex, value
CPR5007, ECL:Collector:default:b, SHAPER_MASK_HIGH,0, 0x0F
CPR5007, ECL:Collector:default:b, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5007, ECL:Collector:default:b, TTD_TRG_TYPE,0, 0x11
CPR5007, ECL:Collector:default:b, CALIB_AMPL0_LOW,0, 0x00
CPR5007, ECL:Collector:default:b, CALIB_AMPL0_HIGH,0, 0x00
CPR5007, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5007, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5007, ECL:Collector:default:b, CALIB_DELAY0_LOW,0, 0x00
CPR5007, ECL:Collector:default:b, CALIB_DELAY0_HIGH,0, 0x00
CPR5007, ECL:Collector:default:b, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5007, ECL:Collector:default:b, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5007, ECL:Collector:default:b, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5008, ECL:Collector:default:a, SHAPER_MASK_LOW,0, 0xFF
CPR5008, ECL:Collector:default:a, SHAPER_MASK_HIGH,0, 0x0F
CPR5008, ECL:Collector:default:a, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5008, ECL:Collector:default:a, TTD_TRG_TYPE,0, 0x11
CPR5008, ECL:Collector:default:a, CALIB_AMPL0_LOW,0, 0x00
CPR5008, ECL:Collector:default:a, CALIB_AMPL0_HIGH,0, 0x00
CPR5008, ECL:Collector:default:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5008, ECL:Collector:default:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5008, ECL:Collector:default:a, CALIB_DELAY0_LOW,0, 0x00
CPR5008, ECL:Collector:default:a, CALIB_DELAY0_HIGH,0, 0x00
CPR5008, ECL:Collector:default:a, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5008, ECL:Collector:default:a, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5008, ECL:Collector:default:a, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5008, ECL:Collector:default:b, SHAPER_MASK_LOW,0, 0xFF
CPR5008, ECL:Collector:default:b, SHAPER_MASK_HIGH,0, 0x0F
CPR5008, ECL:Collector:default:b, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5008, ECL:Collector:default:b, TTD_TRG_TYPE,0, 0x11
CPR5008, ECL:Collector:default:b, CALIB_AMPL0_LOW,0, 0x00
CPR5008, ECL:Collector:default:b, CALIB_AMPL0_HIGH,0, 0x00
CPR5008, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5008, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5008, ECL:Collector:default:b, CALIB_DELAY0_LOW,0, 0x00
CPR5008, ECL:Collector:default:b, CALIB_DELAY0_HIGH,0, 0x00
CPR5008, ECL:Collector:default:b, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5008, ECL:Collector:default:b, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5008, ECL:Collector:default:b, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5009, ECL:Collector:default:a, SHAPER_MASK_LOW,0, 0xFF
CPR5009, ECL:Collector:default:a, SHAPER_MASK_HIGH,0, 0x0F
CPR5009, ECL:Collector:default:a, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5009, ECL:Collector:default:a, TTD_TRG_TYPE,0, 0x11
CPR5009, ECL:Collector:default:a, CALIB_AMPL0_LOW,0, 0x00
CPR5009, ECL:Collector:default:a, CALIB_AMPL0_HIGH,0, 0x00
CPR5009, ECL:Collector:default:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5009, ECL:Collector:default:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5009, ECL:Collector:default:a, CALIB_DELAY0_LOW,0, 0x00
CPR5009, ECL:Collector:default:a, CALIB_DELAY0_HIGH,0, 0x00
CPR5009, ECL:Collector:default:a, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5009, ECL:Collector:default:a, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5009, ECL:Collector:default:a, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5009, ECL:Collector:default:b, SHAPER_MASK_LOW,0, 0xFF
CPR5009, ECL:Collector:default:b, SHAPER_MASK_HIGH,0, 0x0F
CPR5009, ECL:Collector:default:b, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5009, ECL:Collector:default:b, TTD_TRG_TYPE,0, 0x11
CPR5009, ECL:Collector:default:b, CALIB_AMPL0_LOW,0, 0x00
CPR5009, ECL:Collector:default:b, CALIB_AMPL0_HIGH,0, 0x00
CPR5009, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5009, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5009, ECL:Collector:default:b, CALIB_DELAY0_LOW,0, 0x00
CPR5009, ECL:Collector:default:b, CALIB_DELAY0_HIGH,0, 0x00
CPR5009, ECL:Collector:default:b, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5009, ECL:Collector:default:b, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5009, ECL:Collector:default:b, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5010, ECL:Collector:default:a, SHAPER_MASK_LOW,0, 0xFF
CPR5010, ECL:Collector:default:a, SHAPER_MASK_HIGH,0, 0x0F
CPR5010, ECL:Collector:default:a, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5010, ECL:Collector:default:a, TTD_TRG_TYPE,0, 0x11
CPR5010, ECL:Collector:default:a, CALIB_AMPL0_LOW,0, 0x00
CPR5010, ECL:Collector:default:a, CALIB_AMPL0_HIGH,0, 0x00
CPR5010, ECL:Collector:default:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5010, ECL:Collector:default:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5010, ECL:Collector:default:a, CALIB_DELAY0_LOW,0, 0x00
CPR5010, ECL:Collector:default:a, CALIB_DELAY0_HIGH,0, 0x00
CPR5010, ECL:Collector:default:a, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5010, ECL:Collector:default:a, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5010, ECL:Collector:default:a, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5010, ECL:Collector:default:b, SHAPER_MASK_LOW,0, 0xFF
CPR5010, ECL:Collector:default:b, SHAPER_MASK_HIGH,0, 0x0F
CPR5010, ECL:Collector:default:b, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5010, ECL:Collector:default:b, TTD_TRG_TYPE,0, 0x11
CPR5010, ECL:Collector:default:b, CALIB_AMPL0_LOW,0, 0x00
CPR5010, ECL:Collector:default:b, CALIB_AMPL0_HIGH,0, 0x00
CPR5010, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5010, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5010, ECL:Collector:default:b, CALIB_DELAY0_LOW,0, 0x00
CPR5010, ECL:Collector:default:b, CALIB_DELAY0_HIGH,0, 0x00
CPR5010, ECL:Collector:default:b, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5010, ECL:Collector:default:b, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5010, ECL:Collector:default:b, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5011, ECL:Collector:default:a, SHAPER_MASK_LOW,0, 0xFF
CPR5011, ECL:Collector:default:a, SHAPER_MASK_HIGH,0, 0x0F
CPR5011, ECL:Collector:default:a, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5011, ECL:Collector:default:a, TTD_TRG_TYPE,0, 0x11
CPR5011, ECL:Collector:default:a, CALIB_AMPL0_LOW,0, 0x00
CPR5011, ECL:Collector:default:a, CALIB_AMPL0_HIGH,0, 0x00
CPR5011, ECL:Collector:default:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5011, ECL:Collector:default:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5011, ECL:Collector:default:a, CALIB_DELAY0_LOW,0, 0x00
CPR5011, ECL:Collector:default:a, CALIB_DELAY0_HIGH,0, 0x00
CPR5011, ECL:Collector:default:a, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5011, ECL:Collector:default:a, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5011, ECL:Collector:default:a, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5011, ECL:Collector:default:b, SHAPER_MASK_LOW,0, 0xFF
CPR5011, ECL:Collector:default:b, SHAPER_MASK_HIGH,0, 0x0F
CPR5011, ECL:Collector:default:b, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5011, ECL:Collector:default:b, TTD_TRG_TYPE,0, 0x11
CPR5011, ECL:Collector:default:b, CALIB_AMPL0_LOW,0, 0x00
CPR5011, ECL:Collector:default:b, CALIB_AMPL0_HIGH,0, 0x00
CPR5011, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5011, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5011, ECL:Collector:default:b, CALIB_DELAY0_LOW,0, 0x00
CPR5011, ECL:Collector:default:b, CALIB_DELAY0_HIGH,0, 0x00
CPR5011, ECL:Collector:default:b, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5011, ECL:Collector:default:b, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5011, ECL:Collector:default:b, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5012, ECL:Collector:default:a, SHAPER_MASK_LOW,0, 0xFF
CPR5012, ECL:Collector:default:a, SHAPER_MASK_HIGH,0, 0x0F
CPR5012, ECL:Collector:default:a, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5012, ECL:Collector:default:a, TTD_TRG_TYPE,0, 0x11
CPR5012, ECL:Collector:default:a, CALIB_AMPL0_LOW,0, 0x00
CPR5012, ECL:Collector:default:a, CALIB_AMPL0_HIGH,0, 0x00
CPR5012, ECL:Collector:default:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5012, ECL:Collector:default:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5012, ECL:Collector:default:a, CALIB_DELAY0_LOW,0, 0x00
CPR5012, ECL:Collector:default:a, CALIB_DELAY0_HIGH,0, 0x00
CPR5012, ECL:Collector:default:a, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5012, ECL:Collector:default:a, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5012, ECL:Collector:default:a, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5012, ECL:Collector:default:b, SHAPER_MASK_LOW,0, 0xFF
CPR5012, ECL:Collector:default:b, SHAPER_MASK_HIGH,0, 0x0F
CPR5012, ECL:Collector:default:b, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5012, ECL:Collector:default:b, TTD_TRG_TYPE,0, 0x11
CPR5012, ECL:Collector:default:b, CALIB_AMPL0_LOW,0, 0x00
CPR5012, ECL:Collector:default:b, CALIB_AMPL0_HIGH,0, 0x00
CPR5012, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5012, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5012, ECL:Collector:default:b, CALIB_DELAY0_LOW,0, 0x00
CPR5012, ECL:Collector:default:b, CALIB_DELAY0_HIGH,0, 0x00
CPR5012, ECL:Collector:default:b, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5012, ECL:Collector:default:b, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5012, ECL:Collector:default:b, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5013, ECL:Collector:default:a, SHAPER_MASK_LOW,0, 0xFF
CPR5013, ECL:Collector:default:a, SHAPER_MASK_HIGH,0, 0x0F
CPR5013, ECL:Collector:default:a, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5013, ECL:Collector:default:a, TTD_TRG_TYPE,0, 0x11
CPR5013, ECL:Collector:default:a, CALIB_AMPL0_LOW,0, 0x00
CPR5013, ECL:Collector:default:a, CALIB_AMPL0_HIGH,0, 0x00
CPR5013, ECL:Collector:default:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5013, ECL:Collector:default:a, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5013, ECL:Collector:default:a, CALIB_DELAY0_LOW,0, 0x00
CPR5013, ECL:Collector:default:a, CALIB_DELAY0_HIGH,0, 0x00
CPR5013, ECL:Collector:default:a, CALIB_DELAY_STEP_LOW,0, 0x00
CPR5013, ECL:Collector:default:a, CALIB_DELAY_STEP_HIGH,0, 0x00
CPR5013, ECL:Collector:default:a, CALIB_EVENTS_PER_STEP,0, 0x00
CPR5013, ECL:Collector:default:b, SHAPER_MASK_LOW,0, 0xFF
CPR5013, ECL:Collector:default:b, SHAPER_MASK_HIGH,0, 0x0F
CPR5013, ECL:Collector:default:b, TTD_TRG_RARE_FACTOR,0, 0xc1
CPR5013, ECL:Collector:default:b, TTD_TRG_TYPE,0, 0x11
CPR5013, ECL:Collector:default:b, CALIB_AMPL0_LOW,0, 0x00
CPR5013, ECL:Collector:default:b, CALIB_AMPL0_HIGH,0, 0x00
CPR5013, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5013, ECL:Collector:default:b, CALIB_AMPL_STEP_HIGH,0, 0x00
CPR5013, ECL:Collector:default:b, CALIB_DELAY0_LOW,0, 0x00
